nome,nicho,cidade,telefone,site,rating,qtd_reviews,score_oportunidade,motivo_abordagem,status,notas,mensagem_sugerida
"Comilança - Lanches, porções e marmitas em itapema","hamburgueria","itapema","(47) 99674-9738","http://comilancaxis.com.br/","4.8","632","20","so_rede_social","não contatado","","Oi! Vi o Comilança - Lanches, porções e marmitas em itapema — 632 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Parra Imobiliária","corretoras","Franca, SP","(16) 3707-3310","http://www.parraimobiliaria.com.br/","4.8","3051","20","so_rede_social","não contatado","","Oi! Vi o Parra Imobiliária — 3051 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Agnello Imóveis - Credibilidade é o nosso forte","corretoras","Franca, SP","(16) 3711-0000","http://www.agnelloimoveis.com.br/","4.8","1742","20","so_rede_social","não contatado","","Oi! Vi o Agnello Imóveis - Credibilidade é o nosso forte — 1742 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Garcia Corretora de Seguros","corretoras","Franca, SP","(16) 3727-4433","http://garciaseguros.com.br/","5","153","20","so_rede_social","não contatado","","Oi! Vi o Garcia Corretora de Seguros — 153 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Imobiliária Calixto","corretoras","Franca, SP","(16) 3724-1055","http://www.calixtoimoveis.com.br/","4.4","310","20","so_rede_social","não contatado","","Oi! Vi o Imobiliária Calixto — 310 avaliações, nota 4.4, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"IMOBILIÁRIA LEMOS FRANCA SP","corretoras","Franca, SP","(16) 3723-0045","http://www.imobiliarialemos.com.br/","4.5","91","20","so_rede_social","não contatado","","Oi! Vi o IMOBILIÁRIA LEMOS FRANCA SP — 91 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"HABITAT - imobiliária e Construtora","corretoras","Franca, SP","(16) 3721-2112","http://www.grupohabitat.com.br/","3.9","81","20","so_rede_social","não contatado","","Oi! Vi o HABITAT - imobiliária e Construtora — 81 avaliações, nota 3.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Olá Franca Negócios Imobiliários - Imobiliária Franca","corretoras","Franca, SP","(16) 99377-2559","http://olafranca.com.br/","4.8","190","20","so_rede_social","não contatado","","Oi! Vi o Olá Franca Negócios Imobiliários - Imobiliária Franca — 190 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Imobiliária Plano","corretoras","Franca, SP","(16) 3707-1688","http://www.imobiliariaplano.com.br/","3.8","463","20","so_rede_social","não contatado","","Oi! Vi o Imobiliária Plano — 463 avaliações, nota 3.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"MFC","academia","balneario camburiu , itajai , itapema","(47) 3311-7161","http://www.mfcbc.com.br/","4.7","324","20","so_rede_social","não contatado","","Oi! Vi o MFC — 324 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Academia Sparta55BC Barra Sul","academia","balneario camburiu , itajai , itapema","(47) 98853-9204","http://www.sparta55bc.com/","4.6","101","20","so_rede_social","não contatado","","Oi! Vi o Academia Sparta55BC Barra Sul — 101 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Academia Next Fitness","academia","itapema","(47) 3368-1300","http://nextfitness.com.br/","4.7","171","20","so_rede_social","não contatado","","Oi! Vi o Academia Next Fitness — 171 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Barba Negra","barbearia","balneario camburiu , itajai , itapema","(47) 97400-0316","http://www.barbanegrabarbershop.com.br/","5","206","20","so_rede_social","não contatado","","Oi! Vi o Barbearia Barba Negra — 206 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Dom Produzi Camboriú","barbearia","balneario camburiu , itajai , itapema","(47) 98802-5691","http://www.domproduzi.com.br/","5","842","20","so_rede_social","não contatado","","Oi! Vi o Barbearia Dom Produzi Camboriú — 842 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"After Burguer - Hamburgueria","hamburgueria","Franca, SP","(16) 99225-5149","http://afterburguer.app/","4.6","155","20","so_rede_social","não contatado","","Oi! Vi o After Burguer - Hamburgueria — 155 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Xprime Academia Franca","academia","Franca, SP","(16) 3702-5750","http://www.xprimeacademia.com.br/unidades/franca","4.7","555","20","so_rede_social","não contatado","","Oi! Vi o Xprime Academia Franca — 555 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica Estética Fisioforma - Unidade Franca","estética facial","Franca, SP","(16) 99794-6865","http://fisioforma.com.br/","4.9","65","20","so_rede_social","não contatado","","Oi! Vi o Clínica Estética Fisioforma - Unidade Franca — 65 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Vet Franca Petshop e Clínica Veterinária","pet shop","Franca, SP","(16) 99946-6666","http://www.vetfranca.com.br/","4.7","161","20","so_rede_social","não contatado","","Oi! Vi o Vet Franca Petshop e Clínica Veterinária — 161 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Z+ CT","academia","Franca, SP","(16) 99455-5554","http://zmaisct.com.br/","4.9","61","20","so_rede_social","não contatado","","Oi! Vi o Z+ CT — 61 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Madero & Jeronimo Burger Franca","hamburgueria","Franca, SP","(16) 3030-0011","http://www.restaurantemadero.com.br/","4.6","657","20","so_rede_social","não contatado","","Oi! Vi o Madero & Jeronimo Burger Franca — 657 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Amanda Guin | Clínica de Estética Facial Avançada","estética facial","balneario camburiu , itajai , itapema","(47) 99223-7783","http://amandaguin.forttilo.com.br/","5","51","20","so_rede_social","não contatado","","Oi! Vi o Amanda Guin | Clínica de Estética Facial Avançada — 51 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica Estética Princila Andreatta","estética facial","balneario camburiu , itajai , itapema","(47) 99284-5034","http://www.princilaandreatta.com.br/","5","87","20","so_rede_social","não contatado","","Oi! Vi o Clínica Estética Princila Andreatta — 87 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Litoral Pet","pet shop","balneario camburiu , itajai , itapema","(47) 3311-1597","http://www.litoralpet.com.br/","4.7","228","20","so_rede_social","não contatado","","Oi! Vi o Litoral Pet — 228 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Rei da Vila Pet","pet shop","balneario camburiu , itajai , itapema","(47) 3361-6625","http://www.reidavila.com.br/","4.7","522","20","so_rede_social","não contatado","","Oi! Vi o Rei da Vila Pet — 522 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Jéssica Siqueira Concept","salão de unhas","itapema","(47) 99284-2501","http://maxyouconcept.com.br/","5","321","20","so_rede_social","não contatado","","Oi! Vi o Jéssica Siqueira Concept — 321 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Dom Produzi Tabuleiro","barbearia","itapema","(47) 98802-5691","http://domproduzi.com.br/","5","711","20","so_rede_social","não contatado","","Oi! Vi o Barbearia Dom Produzi Tabuleiro — 711 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Madero & Jeronimo Burger Itapema","hamburgueria","itapema","(47) 3514-1320","http://www.restaurantemadero.com.br/","4.5","4136","20","so_rede_social","não contatado","","Oi! Vi o Madero & Jeronimo Burger Itapema — 4136 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"X Frederico - Hamburgueria Artesanal e Xis Gaúcho em Itapema","hamburgueria","itapema","(47) 99165-4157","http://x-frederico.lovable.app/","4.7","1199","20","so_rede_social","não contatado","","Oi! Vi o X Frederico - Hamburgueria Artesanal e Xis Gaúcho em Itapema — 1199 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Smash Stash Burgers & Fries","hamburgueria","itapema","(47) 99261-7962","http://smashstash.com.br/","5","71","20","so_rede_social","não contatado","","Oi! Vi o Smash Stash Burgers & Fries — 71 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Academia New Corpore Meia Praia Itapema","academia","itapema","(47) 3368-5832","http://lpnewcorpore.lovable.app/","4.5","210","20","so_rede_social","não contatado","","Oi! Vi o Academia New Corpore Meia Praia Itapema — 210 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Miaupatas Clínica Veterinária e Pet Shop","pet shop","itapema","(47) 3366-8974","http://www.aupatas.com.br/","4.5","56","20","so_rede_social","não contatado","","Oi! Vi o Miaupatas Clínica Veterinária e Pet Shop — 56 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Burbans - Cervejaria Urbana","Bares","itapema","(47) 99650-2854","http://www.burbans.com.br/","4.7","491","20","so_rede_social","não contatado","","Oi! Vi o Burbans - Cervejaria Urbana — 491 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Hassi Burger & Lanches","hamburgueria","itapema","(47) 98917-3987","https://pedido.anota.ai/loja/hassi-burger?f=msa","5","32","10","geral","não contatado","","Oi! Vi o Hassi Burger & Lanches aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Route77 burguer","hamburgueria","Franca, SP","(16) 99247-3172","https://www.bigdim.com.br/delivery/hamburgueiraroute77","4.9","31","10","geral","não contatado","","Oi! Vi o Route77 burguer aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Pet Family Rações Banho e Tosa - Loja 2","pet shop","Franca, SP","(16) 3703-8741","https://taplink.cc/petfamilyljs2","4.8","43","10","geral","não contatado","","Oi! Vi o Pet Family Rações Banho e Tosa - Loja 2 aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
